type_,address,area,price,metro_station,metro_line,date,update_date,floor,full_floor
1-комн.кв.,"Зоологическая ул, 32",30,18700000,Маяковская м.,Ветка не указана,Размещено 24 марта,"сегодня, 10:39",4,9
2-комн.кв.,"Новочеркасский б-р, 20к1",54,15500000,Марьино м.,lightgreen,Размещено 24 марта,"сегодня, 10:39",10,16
1-комн.кв.,"Солнцевский пр-кт, 5",31,10500000,Солнцево м.,yellow,Размещено 24 марта,"сегодня, 10:39",2,9
3-комн.кв.,"Фрунзенская наб, 36/2",91,65000000,Фрунзенская м.,Ветка не указана,Размещено 24 марта,28 марта,4,10
2-комн.кв.,"Комсомольский пр-кт, 44",48,29999999,Спортивная м.,Ветка не указана,Размещено 24 марта,"сегодня, 10:39",4,8
1-комн.кв.,"Сколковская ул, 3В",39,10000000,Станция не указана,Ветка не указана,Размещено 23 марта,28 марта,22,27
1-комн.кв.,"Балаклавский пр-кт, 15В",56,14200000,Чертановская м.,gray,Размещено 23 марта,28 марта,18,19
1-комн.кв.,"Череповецкая ул, 11/20",38,12500000,Алтуфьево м.,gray,Размещено 23 марта,"сегодня, 10:39",10,16
1-комн.кв.,"Севастопольский пр-кт, 81",3,9200000,Зюзино м.,turquoise,Размещено 23 марта,26 марта,5,5
4-комн.кв.,"Долгоруковская ул, 2",110,46000000,Новослободская м.,brown,Размещено 23 марта,26 марта,13,13
3-комн.кв.,"Озёрная ул, 19к2",63,18490000,Озёрная м.,yellow,Размещено 23 марта,"сегодня, 10:39",10,14
1-комн.кв.,"Волгоградский пр-кт, 32/3к6",5,10200000,Угрешская м.,Ветка не указана,Размещено 23 марта,"сегодня, 10:39",2,30
Студия,", 3Ас3",3,6699000,Саларьево м.,red,Размещено 22 марта,28 марта,5,9
3-комн.кв.,"Краснопролетарская ул, 8с3",65,36000000,Новослободская м.,brown,Размещено 22 марта,"сегодня, 10:03",5,5
2-комн.кв.,"Поликарпова ул, 25",39,11600000,Беговая м.,Ветка не указана,20 марта,20 марта,1,14
1-комн.кв.,"Лётная ул, 95Бк2",36,15300000,Спартак м.,purple,Размещено 20 марта,"сегодня, 10:39",2,17
2-комн.кв.,"Соколово-Мещерская ул, 31",76,19700000,Планерная м.,purple,Размещено 20 марта,"сегодня, 10:39",2,18
5-комн.кв.,"Вавилова ул, 69 А",19,83000000,Профсоюзная м.,orange,Размещено 19 марта,26 марта,20,22
2-комн.кв.,"Шелепихинская наб, 34к2",7,34490000,Шелепиха м.,Ветка не указана,Размещено 19 марта,26 марта,6,19
2-комн.кв.,"Перерва ул, 31",56,17499999,Братиславская м.,lightgreen,Размещено 19 марта,"сегодня, 10:39",2,17
2-комн.кв.,"Халтуринская ул, 17",40,13150000,Преображенская пл. м.,red,Размещено 19 марта,"сегодня, 10:39",3,9
1-комн.кв.,"Союзный пр-кт, 13к1",35,10000000,Новогиреево м.,yellow,Размещено 19 марта,"сегодня, 10:39",5,12
4-комн.кв.,"Маломосковская ул, 14",117,45200000,ВДНХ м.,orange,Размещено 19 марта,"сегодня, 10:39",9,15
1-комн.кв.,"Юных Ленинцев ул, 125",38,10500000,Кузьминки м.,purple,Размещено 19 марта,"сегодня, 10:39",13,14
3-комн.кв.,"Кооперативный проезд, 3",65,11000000,Станция не указана,Ветка не указана,Размещено 18 марта,26 марта,7,10
1-комн.кв.,"Каспийская ул, 24к2",31,10500000,Царицыно м.,green,Размещено 18 марта,26 марта,2,5
1-комн.кв.,"Левобережная ул, 4к9",36,11190000,Беломорская м.,green,Размещено 18 марта,"сегодня, 10:39",1,19
2-комн.кв.,"Обручева ул, 53",49,14200000,Зюзино м.,turquoise,Размещено 18 марта,"сегодня, 10:39",7,12
2-комн.кв.,"Братеевская ул, 39/12",50,12790000,Алма-Атинская м.,green,Размещено 18 марта,"сегодня, 10:39",6,14
3-комн.кв.,"Косинская ул, 28к3",59,13200000,Выхино м.,purple,Размещено 17 марта,26 марта,9,9
1-комн.кв.,"Парковая 13-я ул, 25к2",30,11500000,Щелковская м.,blue,Размещено 17 марта,"сегодня, 10:39",2,6
3-комн.кв.,"Перерва ул, 33",7,18450000,Братиславская м.,lightgreen,Размещено 17 марта,"сегодня, 10:39",16,17
3-комн.кв.,"Новопесчаная ул, 26",83,28900000,Зорге м.,Ветка не указана,Размещено 16 марта,26 марта,7,8
1-комн.кв.,"Зеленодольская ул, 16",3,10800000,Окская м.,purpledark,Размещено 16 марта,26 марта,9,9
3-комн.кв.,"Хлобыстова ул, 10к1",73,18500000,Рязанский пр-т м.,purple,Размещено 16 марта,26 марта,6,17
1-комн.кв.,"Высокая ул, 5к1",40,13260000,Коломенская м.,green,Размещено 16 марта,26 марта,3,12
2-комн.кв.,"Юных Ленинцев ул, 113к1",37,13100000,Кузьминки м.,purple,Размещено 16 марта,"сегодня, 10:39",7,9
3-комн.кв.,"Можайское ш, 45А",80,16800000,Станция не указана,Ветка не указана,15 марта,15 марта,3,17
1-комн.кв.,"3-е Почтовое отделение ул, 5",53,9000000,Станция не указана,Ветка не указана,Размещено 15 марта,24 марта,1,17
Студия,", 13",17,7350000,Маяковская м.,Ветка не указана,Размещено 15 марта,26 марта,1,5
3-комн.кв.,Ул.п.Калинина,55,10000000,Станция не указана,Ветка не указана,Размещено 13 марта,24 марта,4,5
1-комн.кв.,"Спасо-Тушинский б-р, 5",39,10000000,Планерная м.,purple,Размещено 12 марта,"сегодня, 10:03",16,25
1-комн.кв.,"Волжский Бульвар 113 А кв-л, к3",39,13800000,Волжская м.,lightgreen,Размещено 12 марта,26 марта,4,12
1-комн.кв.,"Каховка ул, 18к3",33,9999990,Зюзино м.,turquoise,Размещено 12 марта,26 марта,3,5
2-комн.кв.,"Радиальная 6-я ул, 3к6",66,16300000,Царицыно м.,green,Размещено 12 марта,"сегодня, 10:39",4,11
2-комн.кв.,"Ватутина ул, 4к1",7,15600000,Ховрино,green,Размещено 11 марта,"сегодня, 10:39",13,16
2-комн.кв.,"Симферопольский б-р, 24к1",60,21000000,Чертановская м.,gray,Размещено 11 марта,30 марта,17,17
1-комн.кв.,"Никитский б-р, 12",3,5030000,Арбатская м.,Ветка не указана,Размещено 8 марта,30 марта,4,7
2-комн.кв.,"Пос. Калинина, 93",47,8700000,Станция не указана,Ветка не указана,Размещено 7 марта,29 марта,2,5
2-комн.кв.,"Хорошёвское ш, 12к1",90,43000000,Беговая м.,Ветка не указана,Размещено 7 марта,"сегодня, 10:39",24,32
3-комн.кв.,"Молостовых ул, 6к3",70,17800000,Новогиреево м.,yellow,Размещено 7 марта,"сегодня, 10:39",8,9
Студия,,8,7200000,Станция не указана,Ветка не указана,Размещено 6 марта,28 марта,17,17
2-комн.кв.,"2-я Домбровская ул, 27",76,11000000,Станция не указана,Ветка не указана,Размещено 5 марта,"сегодня, 07:01",3,17
2-комн.кв.,"Костякова ул, 17к1",33,12200000,Тимирязевская м.,Ветка не указана,Размещено 5 марта,"сегодня, 10:39",1,9
3-комн.кв.,"Маршала Федоренко ул, 16/2 к 2",74,16300000,Ховрино м.,green,Размещено 4 марта,30 марта,8,16
1-комн.кв.,"Ставропольская ул, 17 к 2",35,8900000,Волжская м.,lightgreen,4 марта,4 марта,5,14
1-комн.кв.,"Маршала Савицкого ул, 26",4,8700000,Аннино м.,gray,Размещено 4 марта,28 марта,10,17
1-комн.кв.,"Волгоградский пр-кт, 32/3к3",35,13850000,Угрешская м.,Ветка не указана,Размещено 4 марта,"сегодня, 10:39",28,30
1-комн.кв.,"Зои и Александра Космодемьянских ул, 18 с1",35,13000000,Войковская м.,green,Размещено 25 марта,"сегодня, 07:01",6,6
2-комн.кв.,"Героев Панфиловцев ул, 3к1",47,14200000,Сходненская м.,purple,Размещено 3 марта,"сегодня, 10:39",2,9
1-комн.кв.,"Кусковская ул, 27к2",34,10500000,Перово м.,yellow,Размещено 3 марта,"сегодня, 10:39",7,12
2-комн.кв.,"Керченская ул, 7",41,13500000,Зюзино м.,turquoise,Размещено 3 марта,27 марта,5,5
1-комн.кв.,"Якушкина проезд, 3",34,11000000,Отрадное м.,gray,Размещено 3 марта,27 марта,3,9
2-комн.кв.,"Ленина ул, 21",45,4300000,Станция не указана,Ветка не указана,Размещено 1 марта,11 марта,5,5
5-комн.кв.,"Колпакова ул, 38 2",111,18600000,Станция не указана,Ветка не указана,28 февраля,28 февраля,6,10
3-комн.кв.,"Ленина ул, 11/1",64,8950000,Станция не указана,Ветка не указана,Размещено 27 февраля,24 марта,9,9
3-комн.кв.,"Вешних Вод ул, 2к5",77,18900000,Бабушкинская м.,orange,Размещено 27 февраля,"сегодня, 10:39",6,17
2-комн.кв.,"Тушинская ул, 6",43,12800000,Тушинская м.,purple,Размещено 27 февраля,"сегодня, 10:39",3,5
1-комн.кв.,"Олений Вал ул, 24 3",36,14900000,Сокольники м.,red,Размещено 26 февраля,"сегодня, 17:15",15,16
1-комн.кв.,"Академика Скрябина ул, 28к1",33,9500000,Рязанский пр-т м.,purple,Размещено 26 февраля,26 марта,9,9
Студия,", 80",14,3500000,Выхино м.,purple,Размещено 24 февраля,25 февраля,1,9
3-комн.кв.,", 1117",79,18500000,Станция не указана,Ветка не указана,24 февраля,24 февраля,22,22
5-комн.кв.,"Козихинский Б. пер, 14",305,199000000,Пушкинская м.,Ветка не указана,Размещено 24 февраля,"сегодня, 10:03",4,8
1-комн.кв.,", 3к2",46,25000000,Авиамоторная м.,Ветка не указана,Размещено 24 февраля,"сегодня, 10:39",20,23
3-комн.кв.,"Солнцевский пр-кт, 6к1",105,28900000,Солнцево м.,yellow,Размещено 24 февраля,"сегодня, 10:39",5,25
Студия,"Защитников Москвы пр-кт, 3",1,3500000,Некрасовка м.,purpledark,Размещено 23 февраля,26 марта,1,17
1-комн.кв.,"Северное ш, 12",59,7350000,Станция не указана,Ветка не указана,Размещено 23 февраля,17 марта,2,25
1-комн.кв.,"Лобачевского ул, 46",31,13000000,Пр-т Вернадского м.,Ветка не указана,Размещено 25 марта,"сегодня, 10:39",5,9
1-комн.кв.,"Весенняя ул, 20А",37,9900000,Ховрино м.,green,Размещено 23 февраля,"сегодня, 10:39",4,12
4-комн.кв.,"Красного Маяка ул, 15",100,28900000,Пражская м.,gray,Размещено 23 февраля,"сегодня, 10:39",2,25
4-комн.кв.,"Шелепихинская наб, 34к1",140,67000000,Шелепиха м.,Ветка не указана,Размещено 22 февраля,"сегодня, 10:40",17,19
2-комн.кв.,Загорьевский 3к3,55,12200000,Аннино м.,gray,Размещено 21 февраля,26 марта,9,12
2-комн.кв.,"Зорге ул, 18к2",9,31000000,Зорге м.,Ветка не указана,Размещено 20 февраля,"сегодня, 10:39",6,8
3-комн.кв.,"Зубовский б-р, 29",68,40000000,"Парк культуры,Кропоткинская",Ветка не указана,Размещено 20 февраля,"сегодня, 10:39",4,5
3-комн.кв.,"Малыгина ул, 1к2",67,15700000,Бабушкинская м.,orange,Размещено 19 февраля,18 марта,4,16
2-комн.кв.,"Дмиьровский проезд, 1",59,25000000,Дмитровская м.,gray,Размещено 17 февраля,26 марта,28,60
3-комн.кв.,"26-ти Бакинских Комиссаров ул, 7к4",63,19200000,Юго-Западная м.,red,Размещено 17 февраля,25 марта,7,9
1-комн.кв.,"Поляны ул, 5Ак5",1,9200000,Ул.Скобелевская м.,cyan,Размещено 17 февраля,"сегодня, 10:39",15,33
2-комн.кв.,"Старобитцевская ул, 19 кор 1",58,13800000,Б-р Дмитрия Донского м.,gray,Размещено 16 февраля,26 марта,4,22
2-комн.кв.,"Сукромка ул, 26",54,9100000,Станция не указана,Ветка не указана,Размещено 15 февраля,28 марта,13,17
1-комн.кв.,"Алма-Атинская ул, 10к1",39,10090000,Алма-Атинская м.,green,Размещено 15 февраля,"сегодня, 16:02",6,14
2-комн.кв.,"Маяковского ул, 15",49,5250000,Станция не указана,Ветка не указана,Размещено 14 февраля,30 марта,5,5
2-комн.кв.,"Перерва ул, 14",43,11000000,Марьино м.,lightgreen,Размещено 14 февраля,30 марта,2,9
1-комн.кв.,"Илимская ул, 6",38,12300000,Алтуфьево м.,gray,Размещено 13 февраля,"сегодня, 10:39",2,16
4-комн.кв.,"Рокотова ул, 3к2",65,12500000,Ясенево м.,orange,Размещено 3 марта,"сегодня, 07:01",1,9
1-комн.кв.,"Новозаводская ул, 8к3",37,15300000,Фили м.,lightblue,Размещено 12 февраля,"сегодня, 10:39",5,16
2-комн.кв.,,51,1270000,Станция не указана,Ветка не указана,Размещено 11 февраля,26 марта,1,3
3-комн.кв.,"Академика Комарова ул, 13",5,16350000,Фонвизинская м.,lightgreen,Размещено 11 февраля,"сегодня, 10:39",13,14
2-комн.кв.,"Дмитровское ш, 107Ак5",63,22000000,Селигерская м.,lightgreen,Размещено 11 февраля,"сегодня, 10:39",19,22
3-комн.кв.,", 39",55,11650000,Станция не указана,Ветка не указана,Размещено 10 февраля,25 марта,4,5
2-комн.кв.,"Авиационная ул, 77к2",81,40800000,Щукинская м.,purple,Размещено 10 февраля,"сегодня, 10:39",30,33
2-комн.кв.,"Ферганский проезд, 14к3",44,13000000,Юго-Восточная м.,purpledark,Размещено 10 февраля,"сегодня, 10:39",11,12
1-комн.кв.,"Рязанский пр-кт, 67/2",34,10000000,Рязанский пр-т м.,purple,Размещено 8 февраля,26 марта,1,12
1-комн.кв.,,50,8000000,Станция не указана,Ветка не указана,Размещено 6 февраля,26 марта,5,14
2-комн.кв.,"Шолохова ул, 10",53,17500000,Новопеределкино м.,yellow,Размещено 6 февраля,"сегодня, 10:39",5,17
2-комн.кв.,"Борисовские Пруды ул, 18к3",58,15500000,Борисово м.,lightgreen,Размещено 4 февраля,"сегодня, 10:39",16,17
5иболее-комн.кв.,"Соколиной Горы 10-я ул, 6к1",10,26999998,"Соколиная гора,Семёновская",Ветка не указана,Размещено 4 февраля,"сегодня, 10:39",7,14
3-комн.кв.,"Алтуфьевское ш, 24В",63,15400000,Отрадное м.,gray,Размещено 4 февраля,"сегодня, 10:39",11,12
1-комн.кв.,"Паустовского ул, 4",3,10800000,Ясенево м.,orange,Размещено 3 февраля,"сегодня, 10:39",3,9
3-комн.кв.,"60-летия Октября пр-кт, 17",107,36750000,Академическая м.,Ветка не указана,Размещено 3 февраля,"сегодня, 10:39",9,39
5иболее-комн.кв.,"Дениса Давыдова ул, 7",13,47499997,Парк Победы м.,Ветка не указана,Размещено 2 февраля,"сегодня, 10:39",6,8
1-комн.кв.,"Красностуденческий проезд, 23",37,13000000,Тимирязевская м.,Ветка не указана,Размещено 1 февраля,"сегодня, 10:39",3,12
1-комн.кв.,", 17к3",39,18650000,Коломенская м.,green,Размещено 28 января,"сегодня, 10:39",12,15
1-комн.кв.,"Совхозная ул, 9",44,9400000,Ховрино,green,Размещено 27 января,28 марта,8,25
4-комн.кв.,"Соломенной Сторожки проезд, 5 1",156,46800000,Дмитровская м.,gray,Размещено 26 января,28 марта,2,6
1-комн.кв.,"Батайский проезд, 9",3,8800000,Марьино м.,lightgreen,Размещено 26 января,"сегодня, 10:39",1,9
2-комн.кв.,"Нарвская ул, 1Ак2",50,17200000,Водный стадион м.,green,Размещено 26 января,26 марта,8,17
2-комн.кв.,"Успенская ул, 32",65,12990000,Станция не указана,Ветка не указана,Размещено 23 января,24 марта,4,18
3-комн.кв.,"Южнобутовская ул, 76",74,16900000,Бунинская аллея м.,cyan,Размещено 23 января,"сегодня, 10:39",11,12
4-комн.кв.,"Островитянова ул, 30к2",6,17000000,Коньково м.,orange,Размещено 23 января,"сегодня, 10:39",1,9
5иболее-комн.кв.,"Шелепихинская наб, 34к3",17,87000000,Шелепиха м.,Ветка не указана,Размещено 23 января,"сегодня, 10:40",6,19
1-комн.кв.,"Игарский проезд, 13",37,12250000,Свиблово м.,orange,Размещено 21 января,"сегодня, 10:39",5,17
3-комн.кв.,"Полины Осипенко ул, 22к2",75,30600000,Полежаевская м.,purple,Размещено 20 января,20 марта,2,17
3-комн.кв.,"Молодогвардейская ул, 24",8,24000000,Молодежная м.,blue,Размещено 15 января,30 марта,14,25
1-комн.кв.,"Зоологическая ул, 32",30,18600000,Маяковская м.,Ветка не указана,Размещено 15 января,"сегодня, 10:39",4,9
1-комн.кв.,"Радиальная 6-я ул, 3к6",46,11000000,Царицыно м.,green,Размещено 14 января,26 марта,8,12
4-комн.кв.,"Никулинская ул, 9",100,25300000,Озёрная м.,yellow,Размещено 13 января,"сегодня, 16:02",11,22
1-комн.кв.,"Шипиловская ул, 51",35,10200000,Шипиловская м.,lightgreen,Размещено 12 января,"сегодня, 10:39",4,22
4-комн.кв.,"Барышиха ул, 33",115,35000000,Митино м.,blue,Размещено 12 января,"сегодня, 10:39",11,17
1-комн.кв.,"Шипиловская ул, 23 2",33,9800000,Домодедовская м.,green,Размещено 10 января,26 марта,9,9
3-комн.кв.,,100,10249000,Станция не указана,Ветка не указана,Размещено 8 января,23 февраля,6,17
1-комн.кв.,"Игоря Мерлушкина ул, 1",49,7850000,Станция не указана,Ветка не указана,Размещено 8 января,"сегодня, 13:17",25,25
2-комн.кв.,"Центральная ул, 17",47,1450000,Станция не указана,Ветка не указана,Размещено 7 января,29 марта,2,2
2-комн.кв.,"3-е Почтовое отделение ул, 64",54,9980000,Станция не указана,Ветка не указана,Размещено 29 декабря 2021,30 марта,12,17
2-комн.кв.,"Университетский пр-кт, 21к4",46,14800000,Ломоносовский проспект м.,yellow,Размещено 29 декабря 2021,27 марта,1,8
3-комн.кв.,"Фестивальная ул, 29",75,25300000,Речной вокзал м.,Ветка не указана,Размещено 28 декабря 2021,"сегодня, 10:03",18,35
2-комн.кв.,"Москворечье ул, 4 корпус 3",53,15500000,Кантемировская м.,green,Размещено 23 декабря 2021,29 марта,4,17
2-комн.кв.,", 15а",64,14000000,Станция не указана,Ветка не указана,Размещено 22 декабря 2021,11 марта,6,7
2-комн.кв.,"Радиальная 6-я ул, 3к6",66,16249000,Царицыно м.,green,Размещено 22 декабря 2021,"сегодня, 10:39",4,11
1-комн.кв.,"Балаклавский пр-кт, 15Б",59,14400000,Чертановская м.,gray,Размещено 19 декабря 2021,20 марта,12,19
1-комн.кв.,"Воронежская ул, 9",39,11850000,Домодедовская м.,green,Размещено 19 декабря 2021,23 марта,14,17
1-комн.кв.,"Родниковая ул, 30к1",30,8500000,Саларьево м.,red,Размещено 15 декабря 2021,"сегодня, 10:39",1,17
2-комн.кв.,"Шверника ул, 9к3",38,13000000,Академическая м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",3,9
3-комн.кв.,"Южнобутовская ул, 76",78,17000000,Бунинская аллея м.,cyan,Размещено 15 декабря 2021,"сегодня, 10:39",11,12
2-комн.кв.,"Тёплый Стан ул, 25к4",51,13650000,Тропарево м.,red,Размещено 15 декабря 2021,26 марта,4,12
3-комн.кв.,"Ямского Поля 5-я ул, 23к1",83,31000000,Савеловская м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",4,5
1-комн.кв.,"Дмитровское ш, 137к1",35,9950000,Селигерская м.,lightgreen,Размещено 15 декабря 2021,26 марта,11,14
2-комн.кв.,"Павшинский б-р, 6",70,12500000,Мякинино,blue,Размещено 15 декабря 2021,30 марта,8,17
1-комн.кв.,"Академика Туполева наб, 15",104,41999997,Бауманская м.,blue,Размещено 15 декабря 2021,"сегодня, 10:39",13,23
2-комн.кв.,"Новоясеневский пр-кт, 21к1",44,12500000,Новоясеневская м.,orange,Размещено 15 декабря 2021,"сегодня, 10:39",1,9
1-комн.кв.,"Мнёвники ул, 5",8,15150000,Хорошево м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",2,21
1-комн.кв.,"Берёзовая аллея, 9",41,10500000,Отрадное м.,gray,Размещено 15 декабря 2021,24 марта,10,12
1-комн.кв.,"Мира пр-кт, 108",30,8500000,Алексеевская м.,orange,Размещено 15 декабря 2021,26 марта,1,10
2-комн.кв.,"Судостроительная ул, 47",34,10700000,Коломенская м.,green,Размещено 15 декабря 2021,30 марта,5,9
5иболее-комн.кв.,"Ломоносовский пр-кт, 7к5",198,98000000,Университет м.,red,Размещено 15 декабря 2021,"сегодня, 10:38",13,23
1-комн.кв.,"Дмитровское ш, 71к3",4,12750000,Верхние Лихоборы м.,lightgreen,Размещено 15 декабря 2021,"сегодня, 10:39",10,26
5иболее-комн.кв.,"Академика Туполева наб, 15",186,72800000,Бауманская м.,blue,Размещено 15 декабря 2021,"сегодня, 10:39",6,23
2-комн.кв.,"Лобачевского ул, 124 Корпус 1",41,16100000,Мичуринский проспект м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",20,37
2-комн.кв.,"Маршала Катукова ул, 19к1",5,15800000,Строгино м.,blue,Размещено 15 декабря 2021,"сегодня, 10:39",5,17
3-комн.кв.,"Верхние Поля ул, 49к1",75,18900000,Люблино м.,lightgreen,Размещено 15 декабря 2021,"сегодня, 10:39",2,17
2-комн.кв.,"Садовая-Спасская ул, 21/1",65,35000000,"Красные ворота,Комсомольская,Чистые пруды",Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",6,26
1-комн.кв.,"Новаторов ул, 10к2",4,14600000,Пр-т Вернадского м.,Ветка не указана,Размещено 15 декабря 2021,21 марта,1,17
1-комн.кв.,"Академика Арцимовича ул, 3к1",8,9500000,Беляево м.,orange,Размещено 15 декабря 2021,23 марта,4,5
1-комн.кв.,"Свободы ул, 73к1",3,9200000,Планерная м.,purple,Размещено 15 декабря 2021,26 марта,1,12
4-комн.кв.,"Бестужевых ул, 25В",101,27000000,Отрадное м.,gray,Размещено 15 декабря 2021,30 марта,11,18
3-комн.кв.,"Газопровод ул, 3к1",6,15500000,Ул.Академика Янгеля м.,gray,Размещено 15 декабря 2021,"сегодня, 10:38",1,12
3-комн.кв.,"Черкизовская Б. ул, 18/1",49,12600000,Преображенская пл. м.,red,Размещено 15 декабря 2021,"сегодня, 10:39",8,9
4-комн.кв.,"Соломенной Сторожки проезд, 5к1",183,50600000,Дмитровская м.,gray,Размещено 15 декабря 2021,"сегодня, 10:39",7,22
3-комн.кв.,"Дмитровское ш, 35к1",63,19900000,Петровско-Разумовская м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",2,9
2-комн.кв.,"Архитектора Власова ул, 19к5",37,13500000,Новые Черемушки м.,orange,Размещено 15 декабря 2021,"сегодня, 10:39",1,9
2-комн.кв.,"Новопеределкинская ул, 16",54,13500000,Боровское шоссе м.,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 16:02",6,17
1-комн.кв.,"Никитина ул, 20",38,9500000,Станция не указана,Ветка не указана,Размещено 08 ноября 2021,15 марта,4,17
2-комн.кв.,"Горенский б-р, 3",68,11000000,Станция не указана,Ветка не указана,Размещено 04 ноября 2021,18 марта,21,25
1-комн.кв.,"Братьев Горожанкиных ул, 32",43,6435000,Станция не указана,Ветка не указана,Размещено 31 октября 2021,11 марта,8,10
1-комн.кв.,"Марьиной Рощи 4-я ул, 12с1",43,18308360,Марьина роща м.,lightgreen,Размещено 05 октября 2021,26 марта,50,55
2-комн.кв.,"Ленинградский пр-кт, 66",47,16100000,Аэропорт м.,green,Размещено 30 августа 2021,"сегодня, 16:02",10,10
2-комн.кв.,", 15",31,7964202,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",5,15
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",36,8754389,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,16
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5,10210608,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",10,11
3-комн.кв.,", 3",79,11371648,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38,11011480,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,13
2-комн.кв.,", 3",55,8143341,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,10783287,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,13
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38,8979519,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,16
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",47,10683604,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,16
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,10514265,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,13
4-комн.кв.,", 3",7,10743057,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
2-комн.кв.,", 3",47,7292699,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
3-комн.кв.,", 3",79,11362285,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",55,14877248,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,13
2-комн.кв.,", 3",47,7301139,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
2-комн.кв.,", 3",47,7235624,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
4-комн.кв.,", 3",7,10709759,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",51,11542269,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",5,8
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",45,12884390,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,13
2-комн.кв.,", 1",35,7882162,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",5,10
1-комн.кв.,", 1",36,7981345,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",5,10
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8777472,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,11
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",4,6705069,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",9,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5,10306354,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",9,11
2-комн.кв.,", 3",55,8239532,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
2-комн.кв.,", 3",47,7314102,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
3-комн.кв.,", 3",79,11384344,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39,11176676,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",11,13
2-комн.кв.,", 1",41,6600528,Станция не указана,Ветка не указана,Размещено 29 марта,"сегодня, 00:16",12,17
Студия,"Волоколамское ш, вл95к1",9,8900000,Волоколамская м.,blue,Размещено 28 марта,29 марта,26,52
1-комн.кв.,"Хорошевского Серебряного Бора 4-я лн., 1.3",33,6199000,Филатов Луг м.,red,Размещено 26 марта,29 марта,8,9
2-комн.кв.,", 1",46,7547187,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:41",3,15
4-комн.кв.,"Радужная ул, 4",80,10007044,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:41",10,12
2-комн.кв.,", 1к1",58,11152473,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:41",5,28
1-комн.кв.,", 1к1",37,9265802,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:40",23,28
